Gender,Age,Daily meals frequency,Physical exercise,Height,Weight,BMR,Carbs,Proteins,Fats,Calories,BMI
0,22,3,0,163,43,1343.75,201.562,80.625,53.75,1612.498,16.18427491
0,27,3,0,157,83,1681.25,252.188,100.875,67.25,2017.502,33.67276563
0,29,2,1,170,90,1822.5,313.242,125.297,83.531,2505.935,31.14186851
1,19,3,0,157,54,1265.25,189.788,75.915,50.61,1518.302,21.90758246
1,22,2,1,160,59,1319,226.703,90.681,60.454,1813.622,23.046875
1,21,2,0,145,68,1320.25,198.038,79.215,52.81,1584.302,32.34244946
1,17,3,1,173,63,1465.25,251.84,100.736,67.157,2014.717,21.0498179
1,21,2,2,155,42,1122.75,217.533,87.013,58.009,1740.265,17.4817898
0,23,3,0,175,72,1703.75,255.562,102.225,68.15,2044.498,23.51020408
0,25,3,0,165,110,2011.25,301.688,120.675,80.45,2413.502,40.4040404
1,22,4,1,170,51,1301.5,223.695,89.478,59.652,1789.56,17.64705882
0,22,3,0,157,112,1996.25,299.438,119.775,79.85,2395.502,45.4379488
0,25,3,0,160,104,1920,288,115.2,76.8,2304,40.625
1,26,3,0,145,89,1505.25,225.788,90.315,60.21,1806.302,42.33055886
1,49,3,0,157,110,1675.25,251.288,100.515,67.01,2010.302,44.62655686
0,27,2,1,160,66,1530,262.969,105.188,70.125,2103.753,25.78125
1,30,3,0,152,41,1049,157.35,62.94,41.96,1258.8,17.74584488
0,25,2,1,165,70,1611.25,276.934,110.773,73.849,2215.469,25.71166208
1,24,3,0,163,42,1157.75,173.662,69.465,46.31,1389.298,15.80789642
0,25,3,0,163,98,1878.75,281.812,112.725,75.15,2254.498,36.88509165
1,33,4,0,142,75,1311.5,196.725,78.69,52.46,1573.8,37.19500099
0,37,4,0,155,93,1718.75,257.812,103.125,68.75,2062.498,38.70967742
0,54,3,2,160,68,1415,274.156,109.663,73.108,2193.248,26.5625
1,21,3,0,163,50,1252.75,187.912,75.165,50.11,1503.298,18.81892431
0,22,4,0,170,70,1657.5,248.625,99.45,66.3,1989,24.22145329
0,20,3,0,155,100,1873.75,281.062,112.425,74.95,2248.498,41.62330905
0,24,3,0,165,50,1416.25,212.438,84.975,56.65,1699.502,18.36547291
0,25,3,0,173,51,1471.25,220.688,88.275,58.85,1765.502,17.04032878
1,58,3,0,157,75,1280.25,192.038,76.815,51.21,1536.302,30.42719786
0,30,3,0,168,51,1415,212.25,84.9,56.6,1698,18.06972789
0,20,2,0,173,92,1906.25,285.938,114.375,76.25,2287.502,30.73941662
1,40,3,0,160,43,1069,160.35,64.14,42.76,1282.8,16.796875
1,29,2,1,145,58,1180.25,202.855,81.142,54.095,1622.843,27.5862069
0,21,3,0,173,80,1781.25,267.188,106.875,71.25,2137.502,26.7299275
0,22,3,0,165,46,1386.25,207.938,83.175,55.45,1663.502,16.89623508
0,23,3,4,165,63,1551.25,368.422,147.369,98.246,2947.378,23.14049587
0,32,3,0,168,50,1395,209.25,83.7,55.8,1674,17.7154195
1,24,2,1,155,61,1297.75,223.051,89.22,59.48,1784.404,25.39021852
0,16,3,1,165,71.6,1672.25,287.418,114.967,76.645,2299.345,26.29935721
0,21,2,0,165,62,1551.25,232.688,93.075,62.05,1861.502,22.77318641
1,26,4,0,155,86,1537.75,230.662,92.265,61.51,1845.298,35.79604579
0,27,4,0,157,89,1741.25,261.188,104.475,69.65,2089.502,36.10694146
0,23,4,0,170,106,2012.5,301.875,120.75,80.5,2415,36.67820069
1,41,2,1,135,51,987.75,169.77,67.908,45.272,1358.16,27.98353909
0,58,3,4,170,62,1397.5,331.906,132.763,88.508,2655.248,21.4532872
0,22,2,0,163,90,1813.75,272.062,108.825,72.55,2176.498,33.87406376
1,36,3,0,142,98,1526.5,228.975,91.59,61.06,1831.8,48.60146796
0,22,3,0,165,67,1596.25,239.438,95.775,63.85,1915.502,24.6097337
1,42,3,0,163,48,1127.75,169.162,67.665,45.11,1353.298,18.06616734
0,26,3,0,173,54,1496.25,224.438,89.775,59.85,1795.502,18.04270106
0,21,2,0,168,90,1850,277.5,111,74,2220,31.8877551
1,21,2,0,168,70,1484,222.6,89.04,59.36,1780.8,24.8015873
1,21,2,0,142,87,1491.5,223.725,89.49,59.66,1789.8,43.14620115
1,22,3,0,157,50,1210.25,181.538,72.615,48.41,1452.302,20.28479857
0,23,3,2,163,67,1578.75,305.883,122.353,81.569,2447.065,25.21735858
0,22,3,0,173,69,1666.25,249.938,99.975,66.65,1999.502,23.05456246
1,23,3,1,163,49,1232.75,211.879,84.752,56.501,1695.033,18.44254582
1,20,3,2,160,48,1219,236.181,94.473,62.982,1889.454,18.75
0,24,4,0,168,58,1515,227.25,90.9,60.6,1818,20.54988662
1,21,4,0,155,66,1362.75,204.412,81.765,54.51,1635.298,27.47138398
0,34,3,0,173,54,1456.25,218.438,87.375,58.25,1747.502,18.04270106
1,27,3,0,157,99,1675.25,251.288,100.515,67.01,2010.302,40.16390117
1,56,3,0,160,77,1329,199.35,79.74,53.16,1594.8,30.078125
0,28,4,1,185,85,1871.25,321.621,128.648,85.766,2572.97,24.83564646
1,20,4,2,157,78,1500.25,290.673,116.269,77.513,2325.385,31.64428577
1,40,3,0,163,107,1727.75,259.162,103.665,69.11,2073.298,40.27249802
0,45,3,0,155,89,1638.75,245.812,98.325,65.55,1966.498,37.04474506
0,37,3,0,165,113,1981.25,297.188,118.875,79.25,2377.502,41.50596878
1,30,4,1,168,70,1439,247.328,98.931,65.954,1978.622,24.8015873
0,25,4,0,145,80,1586.25,237.938,95.175,63.45,1903.502,38.04994055
1,22,3,1,157,45,1160.25,199.418,79.767,53.178,1595.342,18.25631871
0,25,2,0,160,47,1350,202.5,81,54,1620,18.359375
1,32,3,0,142,74,1306.5,195.975,78.39,52.26,1567.8,36.69906765
0,22,3,0,155,115,2013.75,302.062,120.825,80.55,2416.498,47.86680541
0,22,2,0,168,58,1525,228.75,91.5,61,1830,20.54988662
0,20,3,1,173,55,1536.25,264.043,105.617,70.411,2112.339,18.37682515
1,24,2,1,160,76,1479,254.203,101.681,67.788,2033.628,29.6875
0,28,4,0,163,104,1923.75,288.562,115.425,76.95,2308.498,39.14336257
1,28,3,0,152,96,1609,241.35,96.54,64.36,1930.8,41.55124654
1,22,2,0,152,58,1259,188.85,75.54,50.36,1510.8,25.10387812
0,21,2,0,160,46,1360,204,81.6,54.4,1632,17.96875
0,22,3,1,173,76,1736.25,298.418,119.367,79.578,2387.342,25.39343112
1,28,3,0,160,52,1219,182.85,73.14,48.76,1462.8,20.3125
1,20,3,0,165,46,1230.25,184.538,73.815,49.21,1476.302,16.89623508
1,22,4,2,168,55,1329,257.494,102.998,68.665,2059.953,19.48696145
0,22,3,0,160,120,2095,314.25,125.7,83.8,2514,46.875
0,19,3,4,175,64,1643.75,390.391,156.156,104.104,3123.124,20.89795918
1,35,3,0,155,74,1372.75,205.912,82.365,54.91,1647.298,30.8012487
1,29,4,0,155,85,1512.75,226.912,90.765,60.51,1815.298,35.3798127
1,21,2,0,175,61,1437.75,215.662,86.265,57.51,1725.298,19.91836735
1,22,3,0,142,71,1326.5,198.975,79.59,53.06,1591.8,35.21126761
1,22,3,0,152,75,1429,214.35,85.74,57.16,1714.8,32.46191136
0,23,3,0,168,51,1450,217.5,87,58,1740,18.06972789
1,20,2,0,160,98,1719,257.85,103.14,68.76,2062.8,38.28125
1,21,3,1,163,62,1372.75,235.941,94.377,62.918,1887.534,23.33546614
1,31,3,0,170,75,1496.5,224.475,89.79,59.86,1795.8,25.95155709
1,23,2,0,155,70,1392.75,208.912,83.565,55.71,1671.298,29.13631634
1,22,3,1,160,76,1489,255.922,102.369,68.246,2047.378,29.6875
1,25,3,0,175,105,1857.75,278.662,111.465,74.31,2229.298,34.28571429
1,33,2,0,152,73,1354,203.1,81.24,54.16,1624.8,31.59626039
0,35,3,0,170,105,1942.5,291.375,116.55,77.7,2331,36.33217993
0,18,2,1,165,72,1666.25,286.387,114.555,76.37,2291.098,26.44628099
1,23,3,0,155,77,1462.75,219.412,87.765,58.51,1755.298,32.04994797
0,20,2,0,163,43,1353.75,203.062,81.225,54.15,1624.498,16.18427491
1,20,3,0,155,41,1117.75,167.662,67.065,44.71,1341.298,17.06555671
0,29,3,2,183,112,2123.75,411.477,164.591,109.727,3291.815,33.44381737
0,23,3,0,168,93,1870,280.5,112.2,74.8,2244,32.95068027
1,22,3,0,157,48,1190.25,178.538,71.415,47.61,1428.302,19.47340663
0,26,3,0,170,103,1967.5,295.125,118.05,78.7,2361,35.64013841
0,21,2,2,178,58,1592.5,308.547,123.419,82.279,2468.375,18.30576947
1,44,4,0,142,77,1276.5,191.475,76.59,51.06,1531.8,38.18686768
0,21,2,0,183,95,1993.75,299.062,119.625,79.75,2392.498,28.36752366
1,24,4,0,157,90,1600.25,240.038,96.015,64.01,1920.302,36.51263743
1,47,3,0,160,100,1604,240.6,96.24,64.16,1924.8,39.0625
0,22,3,1,170,65,1607.5,276.289,110.516,73.677,2210.313,22.49134948
0,27,3,1,180,79,1785,306.797,122.719,81.812,2454.372,24.38271605
0,57,3,0,168,52,1290,193.5,77.4,51.6,1548,18.42403628
1,22,3,0,142,98,1596.5,239.475,95.79,63.86,1915.8,48.60146796
0,25,3,1,163,89,1788.75,307.441,122.977,81.984,2459.528,33.49768527
1,20,3,2,165,76,1530.25,296.486,118.594,79.063,2371.887,27.91551882
1,36,3,0,160,46,1119,167.85,67.14,44.76,1342.8,17.96875
1,35,3,0,157,99,1635.25,245.288,98.115,65.41,1962.302,40.16390117
0,25,3,0,163,102,1918.75,287.812,115.125,76.75,2302.498,38.39060559
1,23,2,0,137,50,1080.25,162.038,64.815,43.21,1296.302,26.6396718
0,30,3,0,170,50,1417.5,212.625,85.05,56.7,1701,17.30103806
0,22,3,0,173,80,1776.25,266.438,106.575,71.05,2131.502,26.7299275
1,39,3,0,157,100,1625.25,243.788,97.515,65.01,1950.302,40.56959714
0,32,3,0,168,112,2015,302.25,120.9,80.6,2418,39.68253968
1,24,3,0,135,56,1122.75,168.412,67.365,44.91,1347.298,30.72702332
0,32,3,0,163,48,1343.75,201.562,80.625,53.75,1612.498,18.06616734
1,24,3,0,152,73,1399,209.85,83.94,55.96,1678.8,31.59626039
1,50,3,0,145,93,1425.25,213.788,85.515,57.01,1710.302,44.23305589
0,22,4,0,168,70,1645,246.75,98.7,65.8,1974,24.8015873
0,23,2,1,163,65,1558.75,267.91,107.164,71.443,2143.283,24.4646016
0,26,3,0,168,52,1445,216.75,86.7,57.8,1734,18.42403628
1,53,2,0,137,53,960.25,144.038,57.615,38.41,1152.302,28.23805211
0,22,2,1,160,56,1455,250.078,100.031,66.688,2000.628,21.875
0,22,2,0,157,66,1536.25,230.438,92.175,61.45,1843.502,26.77593411
1,35,2,0,155,78,1412.75,211.912,84.765,56.51,1695.298,32.46618106
0,20,4,0,157,92,1806.25,270.938,108.375,72.25,2167.502,37.32402937
0,30,3,0,173,52,1456.25,218.438,87.375,58.25,1747.502,17.37445287
1,23,3,0,163,66,1402.75,210.412,84.165,56.11,1683.298,24.84098009
0,30,3,0,163,70,1573.75,236.062,94.425,62.95,1888.498,26.34649403
1,21,2,1,165,80,1565.25,269.027,107.611,71.741,2152.221,29.38475666
0,21,3,0,152,97,1820,273,109.2,72.8,2184,41.98407202
1,22,3,0,160,51,1239,185.85,74.34,49.56,1486.8,19.921875
1,22,3,2,152,67,1349,261.369,104.548,69.698,2090.95,28.99930748
0,23,3,1,168,95,1890,324.844,129.938,86.625,2598.753,33.65929705
1,23,2,0,152,64,1314,197.1,78.84,52.56,1576.8,27.70083102
1,20,3,0,163,47,1227.75,184.162,73.665,49.11,1473.298,17.68978885
0,24,3,0,157,118,2046.25,306.938,122.775,81.85,2455.502,47.87212463
0,24,4,0,170,70,1647.5,247.125,98.85,65.9,1977,24.22145329
0,22,3,0,170,75,1707.5,256.125,102.45,68.3,2049,25.95155709
0,18,2,0,165,41,1356.25,203.438,81.375,54.25,1627.502,15.05968779
0,20,4,3,175,69,1688.75,364.137,145.655,97.103,2913.095,22.53061224
0,22,3,0,165,47,1396.25,209.438,83.775,55.85,1675.502,17.26354454
0,24,2,0,163,44,1343.75,201.562,80.625,53.75,1612.498,16.56065339
0,23,3,1,165,65,1571.25,270.059,108.023,72.016,2160.472,23.87511478
0,23,3,0,175,80,1783.75,267.562,107.025,71.35,2140.498,26.12244898
0,23,2,0,168,100,1940,291,116.4,77.6,2328,35.430839
1,20,4,0,165,70,1470.25,220.538,88.215,58.81,1764.302,25.71166208
1,19,3,0,157,54,1265.25,189.788,75.915,50.61,1518.302,21.90758246
1,42,3,0,140,72,1224,183.6,73.44,48.96,1468.8,36.73469388
1,21,2,0,160,73,1464,219.6,87.84,58.56,1756.8,28.515625
0,56,3,0,163,50,1243.75,186.562,74.625,49.75,1492.498,18.81892431
0,35,4,0,175,109,2013.75,302.062,120.825,80.55,2416.498,35.59183673
0,23,4,0,173,70,1671.25,250.688,100.275,66.85,2005.502,23.38868656
0,24,2,0,165,83,1746.25,261.938,104.775,69.85,2095.502,30.48668503
0,22,3,0,168,80,1745,261.75,104.7,69.8,2094,28.3446712
1,58,3,0,145,73,1185.25,177.788,71.115,47.41,1422.302,34.72057075
0,24,3,1,178,95,1947.5,334.727,133.891,89.26,2677.812,29.98358793
0,26,3,0,168,105,1975,296.25,118.5,79,2370,37.20238095
0,26,3,0,175,109,2058.75,308.812,123.525,82.35,2470.498,35.59183673
1,22,3,0,157,80,1510.25,226.538,90.615,60.41,1812.302,32.45567772
0,30,3,0,173,98,1916.25,287.438,114.975,76.65,2299.502,32.74416118
0,35,3,0,157,87,1681.25,252.188,100.875,67.25,2017.502,35.29554952
0,24,3,0,165,109,2006.25,300.938,120.375,80.25,2407.502,40.03673095
0,22,3,0,163,119,2103.75,315.562,126.225,84.15,2524.498,44.78903986
1,22,2,0,137,50,1085.25,162.788,65.115,43.41,1302.302,26.6396718
1,25,2,0,163,46,1192.75,178.912,71.565,47.71,1431.298,17.31341037
1,26,2,0,163,49,1217.75,182.662,73.065,48.71,1461.298,18.44254582
1,23,3,0,152,48,1154,173.1,69.24,46.16,1384.8,20.77562327
0,40,3,0,180,82,1750,262.5,105,70,2100,25.30864198
1,33,3,0,160,77,1444,216.6,86.64,57.76,1732.8,30.078125
1,20,3,0,157,45,1170.25,175.538,70.215,46.81,1404.302,18.25631871
0,23,2,1,168,96,1900,326.562,130.625,87.083,2612.495,34.01360544
1,27,3,0,155,94,1612.75,241.912,96.765,64.51,1935.298,39.12591051
1,21,2,0,163,83,1582.75,237.412,94.965,63.31,1899.298,31.23941436
1,31,4,0,152,86,1494,224.1,89.64,59.76,1792.8,37.22299169
0,26,3,4,168,64,1565,371.688,148.675,99.117,2973.505,22.67573696
1,25,3,0,160,46,1174,176.1,70.44,46.96,1408.8,17.96875
1,25,3,0,152,76,1424,213.6,85.44,56.96,1708.8,32.89473684
0,25,2,0,173,91,1871.25,280.688,112.275,74.85,2245.502,30.40529253
1,58,2,1,142,59,1026.5,176.43,70.572,47.048,1411.44,29.26006745
1,49,2,0,140,57,1039,155.85,62.34,41.56,1246.8,29.08163265
1,21,2,1,168,60,1384,237.875,95.15,63.433,1902.997,21.2585034
0,46,3,2,170,90,1737.5,336.641,134.656,89.771,2693.127,31.14186851
0,22,3,3,170,61,1567.5,337.992,135.197,90.131,2703.935,21.10726644
0,29,2,0,165,85,1741.25,261.188,104.475,69.65,2089.502,31.22130395
1,41,2,1,152,63,1214,208.656,83.462,55.642,1669.25,27.26800554
0,22,2,4,170,76,1717.5,407.906,163.163,108.775,3263.251,26.29757785
0,22,3,0,152,98,1825,273.75,109.5,73,2190,42.41689751
0,55,2,0,165,42,1181.25,177.188,70.875,47.25,1417.502,15.42699725
0,23,2,0,165,65,1571.25,235.688,94.275,62.85,1885.502,23.87511478
1,21,3,0,152,55,1234,185.1,74.04,49.36,1480.8,23.80540166
1,22,4,0,160,47,1199,179.85,71.94,47.96,1438.8,18.359375
1,24,3,4,160,53,1249,296.638,118.655,79.103,2373.099,20.703125
0,22,4,0,185,84,1891.25,283.688,113.475,75.65,2269.502,24.54346238
1,23,3,0,160,77,1494,224.1,89.64,59.76,1792.8,30.078125
0,29,3,1,165,84,1731.25,297.559,119.023,79.349,2380.469,30.85399449
0,22,2,2,163,58,1493.75,289.414,115.766,77.177,2315.313,21.8299522
1,28,3,0,152,55,1199,179.85,71.94,47.96,1438.8,23.80540166
0,23,3,0,178,83,1832.5,274.875,109.95,73.3,2199,26.19618735
1,21,2,2,155,53,1232.75,238.845,95.538,63.692,1910.76,22.0603538
1,24,3,0,155,78,1467.75,220.162,88.065,58.71,1761.298,32.46618106
0,21,3,0,168,79,1740,261,104.4,69.6,2088,27.99036281
0,24,3,0,168,84,1775,266.25,106.5,71,2130,29.76190476
0,23,3,0,160,112,2010,301.5,120.6,80.4,2412,43.75
0,22,2,0,168,90,1845,276.75,110.7,73.8,2214,31.8877551
0,23,3,0,168,60,1540,231,92.4,61.6,1848,21.2585034
1,28,3,0,173,55,1330.25,199.538,79.815,53.21,1596.302,18.37682515
0,25,2,0,165,50,1411.25,211.688,84.675,56.45,1693.502,18.36547291
0,17,2,3,175,80,1813.75,391.09,156.436,104.291,3128.723,26.12244898
0,24,2,4,183,74,1768.75,420.078,168.031,112.021,3360.625,22.09680791
0,29,2,1,168,94,1850,317.969,127.188,84.792,2543.756,33.30498866
1,22,3,0,160,55,1279,191.85,76.74,51.16,1534.8,21.484375
1,43,3,0,157,110,1705.25,255.788,102.315,68.21,2046.302,44.62655686
1,50,3,0,165,110,1720.25,258.037,103.215,68.81,2064.298,40.4040404
1,28,3,4,152,52,1169,277.638,111.055,74.037,2221.105,22.50692521
1,21,2,0,157,45,1165.25,174.788,69.915,46.61,1398.302,18.25631871
1,23,3,0,157,50,1205.25,180.788,72.315,48.21,1446.302,20.28479857
0,28,3,0,152,81,1625,243.75,97.5,65,1950,35.05886427
1,48,3,0,142,80,1286.5,192.975,77.19,51.46,1543.8,39.67466772
0,23,3,0,163,102,1928.75,289.312,115.725,77.15,2314.498,38.39060559
0,25,3,0,163,109,1988.75,298.312,119.325,79.55,2386.498,41.025255
0,32,3,0,168,50,1395,209.25,83.7,55.8,1674,17.7154195
1,56,2,0,152,72,1229,184.35,73.74,49.16,1474.8,31.1634349
1,22,3,0,160,58,1309,196.35,78.54,52.36,1570.8,22.65625
1,23,3,0,163,68,1422.75,213.412,85.365,56.91,1707.298,25.59373706
0,48,3,0,160,90,1665,249.75,99.9,66.6,1998,35.15625
0,21,3,0,152,95,1800,270,108,72,2160,41.11842105
1,29,3,0,145,95,1550.25,232.538,93.015,62.01,1860.302,45.1843044
0,23,3,0,157,74,1611.25,241.688,96.675,64.45,1933.502,30.02150189
0,23,3,1,173,76,1731.25,297.559,119.023,79.349,2380.469,25.39343112
0,48,3,0,173,82,1666.25,249.938,99.975,66.65,1999.502,27.39817568
0,28,4,0,155,85,1683.75,252.562,101.025,67.35,2020.498,35.3798127
0,25,4,0,157,88,1741.25,261.188,104.475,69.65,2089.502,35.70124549
0,22,3,0,180,138,2400,360,144,96,2880,42.59259259
0,62,3,0,165,96,1686.25,252.938,101.175,67.45,2023.502,35.26170799
1,20,2,0,135,52,1102.75,165.412,66.165,44.11,1323.298,28.53223594
0,39,4,0,165,101,1851.25,277.688,111.075,74.05,2221.502,37.09825528
0,30,3,4,173,82,1756.25,417.109,166.844,111.229,3336.873,27.39817568
0,28,3,0,155,88,1713.75,257.062,102.825,68.55,2056.498,36.62851197
1,22,3,0,142,95,1566.5,234.975,93.99,62.66,1879.8,47.11366792
0,23,3,0,173,77,1741.25,261.188,104.475,69.65,2089.502,25.72755521
0,23,2,2,170,98,1932.5,374.422,149.769,99.846,2995.378,33.9100346
1,21,4,4,155,49,1192.75,283.278,113.311,75.541,2266.225,20.39542144
0,28,2,4,175,72,1678.75,398.703,159.481,106.321,3189.625,23.51020408
0,22,3,0,170,58,1537.5,230.625,92.25,61.5,1845,20.06920415
1,21,3,0,173,55,1365.25,204.788,81.915,54.61,1638.302,18.37682515
0,21,3,0,168,60,1550,232.5,93,62,1860,21.2585034
0,23,3,0,168,94,1880,282,112.8,75.2,2256,33.30498866
0,24,2,1,170,90,1847.5,317.539,127.016,84.677,2540.313,31.14186851
0,28,3,2,165,78,1676.25,324.773,129.909,86.606,2598.182,28.65013774
1,23,3,2,160,65,1374,266.213,106.485,70.99,2129.702,25.390625
0,22,4,0,180,134,2360,354,141.6,94.4,2832,41.35802469
1,22,3,0,152,54,1219,182.85,73.14,48.76,1462.8,23.37257618
1,19,3,0,168,46,1254,188.1,75.24,50.16,1504.8,16.29818594
1,29,3,1,140,57,1139,195.766,78.306,52.204,1566.124,29.08163265
0,25,3,0,160,77,1650,247.5,99,66,1980,30.078125
0,22,2,0,163,75,1663.75,249.562,99.825,66.55,1996.498,28.22838647
0,24,3,2,168,68,1615,312.906,125.163,83.442,2503.254,24.09297052
0,23,2,1,170,67,1622.5,278.867,111.547,74.365,2230.941,23.183391
0,39,4,0,157,88,1671.25,250.688,100.275,66.85,2005.502,35.70124549
1,25,3,0,168,47,1234,185.1,74.04,49.36,1480.8,16.65249433
1,43,4,0,142,79,1301.5,195.225,78.09,52.06,1561.8,39.17873438
1,23,3,0,178,60,1436.5,215.475,86.19,57.46,1723.8,18.9370029
1,20,4,0,137,56,1155.25,173.288,69.315,46.21,1386.302,29.83643242
1,29,3,0,173,66,1435.25,215.288,86.115,57.41,1722.302,22.05219018
0,20,3,0,163,45,1373.75,206.062,82.425,54.95,1648.498,16.93703188
1,23,3,2,170,74,1526.5,295.759,118.304,78.869,2366.073,25.60553633
0,23,4,0,160,90,1790,268.5,107.4,71.6,2148,35.15625
1,23,3,0,160,90,1624,243.6,97.44,64.96,1948.8,35.15625
0,23,3,0,170,80,1752.5,262.875,105.15,70.1,2103,27.6816609
1,16,3,0,155,55,1277.75,191.662,76.665,51.11,1533.298,22.89281998
0,23,3,1,168,75,1690,290.469,116.188,77.458,2323.75,26.57312925
0,23,2,0,165,59,1511.25,226.688,90.675,60.45,1813.502,21.67125803
1,23,3,0,152,68,1354,203.1,81.24,54.16,1624.8,29.43213296
1,30,4,1,150,68,1306.5,224.555,89.822,59.881,1796.437,30.22222222
1,22,3,0,150,55,1216.5,182.475,72.99,48.66,1459.8,24.44444444
1,37,4,1,147,59,1162.75,199.848,79.939,53.293,1598.785,27.30343838
0,24,3,1,173,102,1986.25,341.387,136.555,91.036,2731.092,34.08065756
0,28,4,0,175,122,2178.75,326.812,130.725,87.15,2614.498,39.83673469
0,22,3,0,157,108,1956.25,293.438,117.375,78.25,2347.502,43.81516492
1,25,2,1,155,65,1332.75,229.066,91.627,61.084,1832.528,27.05515088
0,31,3,0,168,50,1400,210,84,56,1680,17.7154195
0,22,2,1,173,100,1976.25,339.668,135.867,90.578,2717.342,33.41240937
1,23,3,0,160,60,1324,198.6,79.44,52.96,1588.8,23.4375
0,22,3,1,178,73,1737.5,298.633,119.453,79.635,2389.059,23.0400202
0,39,4,0,165,106,1901.25,285.188,114.075,76.05,2281.502,38.93480257
0,20,2,0,165,71,1646.25,246.938,98.775,65.85,1975.502,26.07897153
0,39,3,0,155,87,1648.75,247.312,98.925,65.95,1978.498,36.21227888
0,39,3,0,168,99,1850,277.5,111,74,2220,35.07653061
0,19,3,3,180,58,1615,348.234,139.294,92.862,2785.87,17.90123457
0,28,3,1,178,80,1777.5,305.508,122.203,81.469,2444.065,25.2493372
0,25,3,0,168,70,1630,244.5,97.8,65.2,1956,24.8015873
0,28,2,1,170,96,1887.5,324.414,129.766,86.51,2595.31,33.21799308
1,56,2,0,152,71,1219,182.85,73.14,48.76,1462.8,30.73060942
1,21,2,0,155,48,1182.75,177.412,70.965,47.31,1419.298,19.97918835
0,22,3,0,183,79,1828.75,274.312,109.725,73.15,2194.498,23.58983547
1,22,3,0,152,56,1239,185.85,74.34,49.56,1486.8,24.23822715
0,23,4,1,163,68,1588.75,273.066,109.227,72.818,2184.534,25.59373706
0,25,2,1,163,68,1578.75,271.348,108.539,72.359,2170.779,25.59373706
0,24,2,0,165,48,1396.25,209.438,83.775,55.85,1675.502,17.63085399
0,22,2,0,163,79,1703.75,255.562,102.225,68.15,2044.498,29.73390041
0,33,4,0,170,102,1922.5,288.375,115.35,76.9,2307,35.29411765
1,22,4,0,168,101,1789,268.35,107.34,71.56,2146.8,35.78514739
1,22,3,1,157,45,1160.25,199.418,79.767,53.178,1595.342,18.25631871
1,50,4,0,140,73,1194,179.1,71.64,47.76,1432.8,37.24489796
1,20,3,0,168,48,1269,190.35,76.14,50.76,1522.8,17.00680272
0,49,3,0,157,88,1621.25,243.188,97.275,64.85,1945.502,35.70124549
1,60,2,0,155,79,1297.75,194.662,77.865,51.91,1557.298,32.88241415
0,52,3,0,178,92,1777.5,266.625,106.65,71.1,2133,29.03673779
1,21,2,2,157,74,1455.25,281.955,112.782,75.188,2255.64,30.02150189
0,24,3,0,165,49,1406.25,210.938,84.375,56.25,1687.502,17.99816345
1,32,3,0,140,80,1354,203.1,81.24,54.16,1624.8,40.81632653
0,23,3,0,175,82,1803.75,270.562,108.225,72.15,2164.498,26.7755102
1,32,3,0,157,76,1420.25,213.038,85.215,56.81,1704.302,30.83289383
1,23,4,0,157,57,1275.25,191.288,76.515,51.01,1530.302,23.12467037
1,25,3,0,160,65,1364,204.6,81.84,54.56,1636.8,25.390625
1,37,3,0,160,46,1114,167.1,66.84,44.56,1336.8,17.96875
0,29,2,1,168,91,1820,312.812,125.125,83.417,2502.501,32.24206349
1,21,3,0,163,45,1202.75,180.412,72.165,48.11,1443.298,16.93703188
0,28,3,0,173,125,2196.25,329.438,131.775,87.85,2635.502,41.76551171
0,52,3,0,168,50,1295,194.25,77.7,51.8,1554,17.7154195
1,29,3,0,152,100,1644,246.6,98.64,65.76,1972.8,43.28254848
1,21,2,0,160,55,1284,192.6,77.04,51.36,1540.8,21.484375
1,23,3,0,163,48,1222.75,183.412,73.365,48.91,1467.298,18.06616734
1,26,3,0,155,89,1567.75,235.162,94.065,62.71,1881.298,37.04474506
1,22,2,0,170,48,1271.5,190.725,76.29,50.86,1525.8,16.60899654
1,37,3,0,155,100,1622.75,243.412,97.365,64.91,1947.298,41.62330905
0,21,2,1,170,76,1722.5,296.055,118.422,78.948,2368.44,26.29757785
0,22,3,4,160,50,1395,331.312,132.525,88.35,2650.498,19.53125
0,25,3,0,160,85,1730,259.5,103.8,69.2,2076,33.203125
1,27,3,0,152,94,1594,239.1,95.64,63.76,1912.8,40.68559557
1,48,3,0,145,99,1495.25,224.288,89.715,59.81,1794.302,47.08680143
0,24,3,2,180,65,1660,321.625,128.65,85.767,2573.003,20.0617284
0,23,3,0,165,73,1651.25,247.688,99.075,66.05,1981.502,26.81359045
0,23,3,0,163,107,1978.75,296.812,118.725,79.15,2374.498,40.27249802
1,31,3,0,142,81,1381.5,207.225,82.89,55.26,1657.8,40.17060107
0,25,2,0,165,50,1411.25,211.688,84.675,56.45,1693.502,18.36547291
0,26,2,0,168,135,2275,341.25,136.5,91,2730,47.83163265
0,23,3,0,173,56,1531.25,229.688,91.875,61.25,1837.502,18.71094925
0,21,3,1,170,64,1602.5,275.43,110.172,73.448,2203.44,22.14532872
1,22,3,0,163,51,1257.75,188.662,75.465,50.31,1509.298,19.1953028
1,24,2,0,137,55,1125.25,168.788,67.515,45.01,1350.302,29.30363898
0,24,4,0,180,85,1860,279,111.6,74.4,2232,26.2345679
1,23,3,0,157,48,1185.25,177.788,71.115,47.41,1422.302,19.47340663
1,21,2,0,163,60,1352.75,202.912,81.165,54.11,1623.298,22.58270917
0,23,2,0,178,60,1602.5,240.375,96.15,64.1,1923,18.9370029
